Word,Occurrences,TotalSteps,AverageSteps
proves,1,1,1.0000
bulbs,1,1,1.0000
sentiments,1,1,1.0000
bit,48,48,1.0000
exclusion,1,1,1.0000
recognize,2,4,2.0000
opinions,2,2,1.0000
wrought,4,4,1.0000
uncle,19,19,1.0000
cements,1,2,2.0000
phantom,4,12,3.0000
equal,8,8,1.0000
subjection,2,4,2.0000
cavendish,1,1,1.0000
visiting,4,4,1.0000
driving,2,4,2.0000
morally,2,2,1.0000
proved,14,28,2.0000
wield,1,1,1.0000
unfinished,4,8,2.0000
supporting,1,1,1.0000
tying,2,4,2.0000
plunge,2,6,3.0000
players,1,1,1.0000
believing,5,5,1.0000
traitor,2,4,2.0000
unlike,5,5,1.0000
returned,70,70,1.0000
entirely,20,20,1.0000
moss,1,2,2.0000
bared,1,3,3.0000
most,151,151,1.0000
hoist,1,2,2.0000
quiet,70,70,1.0000
diligently),1,1,1.0000
eager,15,15,1.0000
misfortunes,1,1,1.0000
futurity,1,1,1.0000
accomplish,2,2,1.0000
madamoiselle,2,4,2.0000
exit,2,2,1.0000
leaked,1,2,2.0000
teachers,5,5,1.0000
dispose,2,4,2.0000
courtliness,1,3,3.0000
shoulder,16,16,1.0000
chess,1,2,2.0000
forgetful,2,6,3.0000
swarthy,1,4,4.0000
state,40,40,1.0000
chest,6,12,2.0000
misdemeanors,2,2,1.0000
burdened,3,6,2.0000
megs,52,52,1.0000
heavier,2,4,2.0000
dearest,18,54,3.0000
web,1,4,4.0000
verse,3,3,1.0000
pledged,1,2,2.0000
wed,4,4,1.0000
experiments,4,8,2.0000
royal,2,2,1.0000
molds,1,1,1.0000
bough,2,4,2.0000
pencils,4,4,1.0000
shine,6,6,1.0000
lead,11,11,1.0000
leaf,4,4,1.0000
thwart,1,1,1.0000
whose,36,72,2.0000
travelling,1,3,3.0000
relenting,2,8,4.0000
pitty,3,15,5.0000
diaries,1,1,1.0000
idle,14,14,1.0000
older,13,26,2.0000
leal,1,3,3.0000
wet,15,15,1.0000
lean,3,6,2.0000
consisting,1,1,1.0000
leap,3,3,1.0000
carpets,2,4,2.0000
reluctant,2,2,1.0000
long,217,217,1.0000
chocolate,6,12,2.0000
wiping,2,6,3.0000
theyd,1,4,4.0000
annie,16,16,1.0000
labors,4,8,2.0000
vessels,1,3,3.0000
readiest,1,4,4.0000
knowledge,5,5,1.0000
master,10,20,2.0000
souls,12,12,1.0000
families,4,4,1.0000
honorary,1,2,2.0000
tranquil,9,27,3.0000
redoubtable,1,1,1.0000
rippling,1,2,2.0000
mouf,1,3,3.0000
disposed,4,4,1.0000
decorated,2,2,1.0000
interesting,18,18,1.0000
idly,1,2,2.0000
spinning,3,3,1.0000
snuff,1,2,2.0000
hemlock,1,1,1.0000
remorseful,3,3,1.0000
crossbeam,1,1,1.0000
badges,2,2,1.0000
chaperon,1,2,2.0000
downcast,3,3,1.0000
newspaperman,1,2,2.0000
parley,1,3,3.0000
willingly,2,2,1.0000
clover,1,2,2.0000
maids,10,10,1.0000
tragedies,1,2,2.0000
mozart,1,1,1.0000
energetic,9,9,1.0000
advise,7,7,1.0000
twice,6,12,2.0000
giggled,2,2,1.0000
intently,1,2,2.0000
abnegation,1,1,1.0000
capabilities,1,2,2.0000
sixteen,6,6,1.0000
cleared,11,22,2.0000
saddens,1,3,3.0000
mein,2,2,1.0000
obedience,3,3,1.0000
look,238,238,1.0000
dawdled,1,1,1.0000
move,6,12,2.0000
pomonas,1,3,3.0000
washed,1,1,1.0000
bryant,1,2,2.0000
bustle,3,3,1.0000
loop,1,1,1.0000
kingdom,5,5,1.0000
mildness,1,2,2.0000
foreheads,1,1,1.0000
accuracy,1,2,2.0000
enchanted,1,1,1.0000
bracket,1,2,2.0000
watchmans,1,3,3.0000
opposite,12,12,1.0000
neglects,1,2,2.0000
cooked,2,6,3.0000
clearer,3,3,1.0000
impatience,3,3,1.0000
furbelows,2,4,2.0000
private,21,21,1.0000
sound,29,29,1.0000
outwits,1,1,1.0000
plates,4,4,1.0000
cottage,1,2,2.0000
appearance,9,9,1.0000
ankles,2,4,2.0000
jobs,2,2,1.0000
pretend,1,2,2.0000
ships,4,4,1.0000
somewhat,16,16,1.0000
acknowledged,1,2,2.0000
entertaining,2,6,3.0000
painters,2,8,4.0000
dealt,1,5,5.0000
open,42,42,1.0000
freedom,7,14,2.0000
fumbling,2,6,3.0000
sprang,1,1,1.0000
spouse,3,6,2.0000
sitting,43,43,1.0000
milton,2,2,1.0000
emphasize,1,1,1.0000
agriculture,1,1,1.0000
peggotty,1,2,2.0000
chintz,1,1,1.0000
compose,3,3,1.0000
concealment,1,1,1.0000
actually,20,20,1.0000
shelter,3,6,2.0000
pleasures,7,7,1.0000
night,88,88,1.0000
bedclothes,1,1,1.0000
dauber,1,2,2.0000
sallied,1,1,1.0000
audibly,1,2,2.0000
stiffly,1,1,1.0000
garden,42,84,2.0000
tables,7,21,3.0000
swinging,2,2,1.0000
who,455,455,1.0000
convenient,2,2,1.0000
canst,1,1,1.0000
plume,2,4,2.0000
excursions,2,6,3.0000
masse,1,4,4.0000
energetically,3,3,1.0000
brooded,2,2,1.0000
ramble,1,2,2.0000
hotel,4,4,1.0000
panting,2,2,1.0000
checks,1,2,2.0000
rebel,5,5,1.0000
fingers,16,32,2.0000
docile,3,9,3.0000
infectious,1,1,1.0000
daubed,1,2,2.0000
why,112,112,1.0000
idol,3,6,2.0000
lilies,3,9,3.0000
sallies,7,7,1.0000
sentimental,19,19,1.0000
field,10,20,2.0000
conjugal,1,1,1.0000
plump,8,8,1.0000
defeat,2,2,1.0000
spoken,13,13,1.0000
marine,1,2,2.0000
audible,1,3,3.0000
ungrateful,3,3,1.0000
telegram,6,12,2.0000
beset,1,3,3.0000
plums,1,4,4.0000
regiments,1,1,1.0000
soldierly,1,1,1.0000
irreproachable,1,2,2.0000
handed,4,4,1.0000
literally,1,1,1.0000
bob,2,2,1.0000
wig,3,6,2.0000
plumy,1,3,3.0000
amen,1,4,4.0000
wiggle,1,5,5.0000
facts,4,4,1.0000
quarterly,2,4,2.0000
proportions,1,1,1.0000
escorts,1,2,2.0000
aplomb,1,3,3.0000
bog,1,1,1.0000
win,7,7,1.0000
noticed,1,2,2.0000
sarcastic,1,1,1.0000
advanced,1,1,1.0000
labor,9,9,1.0000
orations,1,1,1.0000
bon,2,4,2.0000
pussycat,1,1,1.0000
birches,1,2,2.0000
lord,11,11,1.0000
granting,1,1,1.0000
shirt,1,2,2.0000
mell,3,3,1.0000
margaret,22,22,1.0000
bow,18,18,1.0000
altered,5,5,1.0000
box,22,44,2.0000
notices,1,3,3.0000
boy,127,127,1.0000
bosuns,1,2,2.0000
vista,1,1,1.0000
melt,4,4,1.0000
snarled,2,2,1.0000
hyde,1,1,1.0000
dwell,1,2,2.0000
tutors,3,3,1.0000
crochet,1,1,1.0000
nursing,2,2,1.0000
anyones,2,2,1.0000
nest,9,9,1.0000
charlemagnes,1,2,2.0000
devil,2,6,3.0000
gayest,1,1,1.0000
belshams,1,2,2.0000
stays,1,1,1.0000
tricky,1,2,2.0000
annihilated,2,2,1.0000
muttering,1,1,1.0000
button,5,5,1.0000
pansies,4,4,1.0000
tricks,1,1,1.0000
raven,1,2,2.0000
meme,1,3,3.0000
afraid,81,81,1.0000
summer,21,42,2.0000
entry,3,3,1.0000
raphaels,2,4,2.0000
lose,10,10,1.0000
entering,2,2,1.0000
left,95,95,1.0000
comeliness,1,1,1.0000
fancy,38,38,1.0000
confinement,3,3,1.0000
sipped,2,2,1.0000
shirking,1,2,2.0000
reynolds,1,1,1.0000
warehouse,1,1,1.0000
losing,8,8,1.0000
kirke,13,26,2.0000
movement,3,3,1.0000
twigs,1,1,1.0000
loss,13,13,1.0000
lost,45,45,1.0000
eagle,3,6,2.0000
capitals,1,1,1.0000
herbs,1,1,1.0000
nets,2,4,2.0000
flapping,4,4,1.0000
discreet,2,4,2.0000
velvet,8,8,1.0000
confidant,3,6,2.0000
sucking,2,6,3.0000
lifelong,1,4,4.0000
uneasily,1,5,5.0000
kissing,5,5,1.0000
quilt,1,1,1.0000
rested,10,20,2.0000
mend,7,7,1.0000
sentiment,5,5,1.0000
rousseau,1,1,1.0000
passage,1,1,1.0000
horribly,1,1,1.0000
liberte,1,2,2.0000
festooned,1,3,3.0000
redress,1,1,1.0000
legs,15,15,1.0000
fearfully,1,1,1.0000
surprise,40,40,1.0000
disagreeable,6,6,1.0000
dear:,1,2,2.0000
everywhere,8,8,1.0000
braid,2,4,2.0000
beings,4,12,3.0000
mens,1,1,1.0000
bound,9,9,1.0000
scandalized,6,12,2.0000
purchases,1,3,3.0000
purchaser,1,1,1.0000
poplin,2,2,1.0000
clarens,1,2,2.0000
tipsy,2,2,1.0000
lots,4,4,1.0000
dilapidated,4,4,1.0000
tuckers,1,2,2.0000
muffin,1,3,3.0000
heavily,2,2,1.0000
signed,2,4,2.0000
brain,3,3,1.0000
liberty,7,7,1.0000
teutonic,2,4,2.0000
frowns,1,3,3.0000
ends,7,7,1.0000
partook,1,2,2.0000
annoy,2,2,1.0000
helter,1,1,1.0000
matter,43,43,1.0000
sprain,1,2,2.0000
shunned,1,3,3.0000
neuralgia,1,1,1.0000
imagined,9,9,1.0000
loud,12,24,2.0000
comings,2,6,3.0000
comprehension,1,1,1.0000
toasting,2,2,1.0000
possessed,32,64,2.0000
careless,4,4,1.0000
needful,1,1,1.0000
amid,1,2,2.0000
poetic,2,2,1.0000
amie,1,2,2.0000
languages,3,3,1.0000
loquacity,1,2,2.0000
coaxing,1,1,1.0000
softens,1,1,1.0000
helping,12,12,1.0000
colliery,1,2,2.0000
providing,1,1,1.0000
wholesale,2,4,2.0000
concerts,3,3,1.0000
bodyguard,1,2,2.0000
meteor,1,1,1.0000
wrapped,5,5,1.0000
practicing,3,3,1.0000
john,159,159,1.0000
south,2,2,1.0000
reasoned,2,4,2.0000
interfere,4,4,1.0000
tempests,1,1,1.0000
mad,8,8,1.0000
bulls,1,2,2.0000
dears,3,3,1.0000
nosed,1,2,2.0000
love,211,211,1.0000
editor,3,3,1.0000
wrapper,2,4,2.0000
oysters,2,2,1.0000
basking,1,2,2.0000
deary,6,6,1.0000
man,142,142,1.0000
article,6,12,2.0000
nobility,4,12,3.0000
sweeping,3,12,4.0000
brake,2,2,1.0000
school,29,29,1.0000
arabian,1,2,2.0000
map,1,3,3.0000
govern,1,1,1.0000
voluntarily,3,6,2.0000
foundation,2,6,3.0000
according,6,6,1.0000
bemoan,1,2,2.0000
mar,1,3,3.0000
stableman,2,2,1.0000
noses,3,3,1.0000
mat,1,2,2.0000
news,22,22,1.0000
mended,5,10,2.0000
heres,23,69,3.0000
discreetly,2,2,1.0000
clasped,3,6,2.0000
may,148,148,1.0000
penetration,1,2,2.0000
imagine,11,11,1.0000
lawns,1,1,1.0000
contented,17,17,1.0000
sphinx,2,4,2.0000
join,10,10,1.0000
clearly,1,2,2.0000
mails,1,1,1.0000
rocked,3,6,2.0000
determination,2,2,1.0000
governed,1,1,1.0000
blindly,3,6,2.0000
squeezed,5,15,3.0000
flounces,1,1,1.0000
manfully,6,6,1.0000
peacock,3,6,2.0000
honeysuckle,2,2,1.0000
baron,2,4,2.0000
sounding,3,3,1.0000
unconscious,25,50,2.0000
engineers,1,1,1.0000
complacent,1,2,2.0000
space,1,1,1.0000
unmoved,1,2,2.0000
tempestuously,2,2,1.0000
aspect,5,5,1.0000
lambs,5,5,1.0000
commandments,1,1,1.0000
fallen,16,16,1.0000
woe,7,7,1.0000
untiring,1,1,1.0000
pillow,22,22,1.0000
october,3,3,1.0000
theres,46,46,1.0000
bud,3,6,2.0000
dragging,1,3,3.0000
delay,9,9,1.0000
next,90,180,2.0000
death,24,24,1.0000
bug,1,2,2.0000
attacks,1,1,1.0000
sancho,2,2,1.0000
intending,4,8,2.0000
resist,7,21,3.0000
won,7,28,4.0000
surfeit,1,5,5.0000
woo,1,1,1.0000
convincing,2,2,1.0000
artist,11,11,1.0000
teens,3,6,2.0000
fiery,2,6,3.0000
mere,5,5,1.0000
outmaneuvering,1,2,2.0000
bun,1,3,3.0000
vague,5,5,1.0000
continent,3,6,2.0000
wiped,5,5,1.0000
belonged,5,5,1.0000
conflict,1,2,2.0000
slightly,2,2,1.0000
bus,2,4,2.0000
but,1464,1464,1.0000
me),1,2,2.0000
wretches,2,2,1.0000
relieve,1,1,1.0000
knife,3,3,1.0000
buy,22,22,1.0000
although,7,14,2.0000
doubts,11,11,1.0000
hindrances,1,2,2.0000
craggy,1,3,3.0000
hotly,1,1,1.0000
peacocks,4,4,1.0000
surprisingly,1,2,2.0000
plaintive,3,3,1.0000
joke,27,27,1.0000
snowflakes,1,2,2.0000
shadowed,1,1,1.0000
whistle,4,4,1.0000
abase,1,2,2.0000
keen,5,5,1.0000
keep,139,139,1.0000
vibrated,2,4,2.0000
catching,3,3,1.0000
frolicked,4,8,2.0000
demijohn,3,3,1.0000
obligingly,1,2,2.0000
disgrace,3,3,1.0000
pecking,3,3,1.0000
stamped,2,2,1.0000
shakespeare,6,6,1.0000
instance,1,1,1.0000
plaint,1,1,1.0000
where,138,138,1.0000
mess,4,4,1.0000
wheedled,2,4,2.0000
kitten,2,2,1.0000
incoherent,2,4,2.0000
adored,4,4,1.0000
prejudice,2,4,2.0000
torch,1,1,1.0000
outgrown,2,2,1.0000
quirk,1,1,1.0000
interview,2,2,1.0000
labored,3,6,2.0000
looming,1,3,3.0000
becoming,14,14,1.0000
wheedler,1,1,1.0000
prudent,4,8,2.0000
occasion,11,11,1.0000
celestial,4,4,1.0000
unhappy,10,10,1.0000
unnecessary,4,4,1.0000
covetousness,1,1,1.0000
nutshell,1,1,1.0000
meg,634,634,1.0000
politicians,1,1,1.0000
assortment,2,2,1.0000
secrets,9,9,1.0000
holder,5,5,1.0000
designing,1,2,2.0000
chicken,4,4,1.0000
men,45,45,1.0000
expense,2,2,1.0000
plucky,2,4,2.0000
beckoned,6,6,1.0000
twins,4,4,1.0000
mes,3,6,2.0000
met,21,21,1.0000
sailor,1,2,2.0000
moping,1,3,3.0000
mighty,3,3,1.0000
bunches,1,2,2.0000
dissolving,1,3,3.0000
ugly,10,10,1.0000
lend,11,22,2.0000
confessed,9,9,1.0000
confidingly,4,8,2.0000
trembling,7,7,1.0000
admonitory,1,2,2.0000
groceries,1,1,1.0000
fitness,1,1,1.0000
opens,3,3,1.0000
perusal,1,1,1.0000
idleness,1,1,1.0000
chestnut,8,8,1.0000
wry,2,2,1.0000
spritely,1,2,2.0000
hagar,11,11,1.0000
lent,4,8,2.0000
unquenchables,1,1,1.0000
quite,181,181,1.0000
travel,5,10,2.0000
cakies,2,6,3.0000
exclaim,5,5,1.0000
dryly,1,1,1.0000
orchards,1,2,2.0000
choose,13,13,1.0000
thinner,1,1,1.0000
bye,2,4,2.0000
privately,7,7,1.0000
semioccasional,1,2,2.0000
awhile,1,3,3.0000
leisurely,4,4,1.0000
hymn,4,8,2.0000
blarneystone,1,3,3.0000
jewelry,1,1,1.0000
absent,11,11,1.0000
establishing,1,2,2.0000
graduates,1,1,1.0000
resolve,6,6,1.0000
breakages,1,1,1.0000
arose,4,4,1.0000
villains,1,2,2.0000
coral,2,2,1.0000
spares,2,2,1.0000
luggage,1,1,1.0000
writ,1,2,2.0000
urgency,1,1,1.0000
graduated,1,2,2.0000
retired,8,8,1.0000
appetites,1,2,2.0000
assert,3,3,1.0000
enjoy,59,59,1.0000
tenderest,6,6,1.0000
contradick,1,2,2.0000
butter,7,7,1.0000
jeune,1,1,1.0000
spared,5,5,1.0000
swarming,1,1,1.0000
contradict,1,1,1.0000
prevent,3,3,1.0000
cultivating,1,2,2.0000
distress,1,1,1.0000
obeyed,7,7,1.0000
chewing,2,2,1.0000
garnet,1,2,2.0000
corneliuss,1,3,3.0000
clanking,1,1,1.0000
vaughn,5,10,2.0000
scrollwork,1,1,1.0000
trooping,1,1,1.0000
figuratively,2,2,1.0000
lends,1,1,1.0000
attached,2,4,2.0000
wholly,2,2,1.0000
committing,1,2,2.0000
bustling,1,1,1.0000
teeth,6,6,1.0000
womanliest,1,1,1.0000
primitive,1,2,2.0000
biscuits,1,1,1.0000
elastic,1,1,1.0000
genial,2,2,1.0000
toiling,1,2,2.0000
definition,1,1,1.0000
glories,4,4,1.0000
mistress,11,11,1.0000
truest,1,1,1.0000
cavalier,1,1,1.0000
uncongenial,1,2,2.0000
amusements,2,2,1.0000
desolation,1,2,2.0000
selfishnesses,1,1,1.0000
gadding,2,2,1.0000
thoughts,27,27,1.0000
crooked,1,1,1.0000
patient,22,44,2.0000
petulance,1,3,3.0000
raptures,1,1,1.0000
elysees,1,2,2.0000
ladylike,4,4,1.0000
removing,1,2,2.0000
twirl,1,1,1.0000
earlier,1,2,2.0000
petulant,1,1,1.0000
melting,1,1,1.0000
repulsed,1,2,2.0000
opera,6,6,1.0000
mis,3,3,1.0000
discovered,24,24,1.0000
mit,1,2,2.0000
mix,1,1,1.0000
avoided,2,4,2.0000
mysterious,11,11,1.0000
handful,3,6,2.0000
illusion,3,3,1.0000
refrigerator,2,2,1.0000
outdone,1,2,2.0000
havent,51,51,1.0000
glorify,1,1,1.0000
liberties,3,3,1.0000
advice,26,26,1.0000
unbelieving,1,2,2.0000
disapproving,1,1,1.0000
bravely,13,13,1.0000
affectations,2,4,2.0000
meantime,7,7,1.0000
shapes,1,2,2.0000
roofs,1,1,1.0000
gingerbread,8,8,1.0000
epitaphs,1,2,2.0000
wants,13,13,1.0000
switzerland,6,12,2.0000
answering,2,2,1.0000
protection,5,5,1.0000
holders,2,4,2.0000
corporal,1,1,1.0000
businessman,3,3,1.0000
blued,1,2,2.0000
drenching,1,3,3.0000
ceremonious,1,1,1.0000
sanginary,1,1,1.0000
shaped,1,1,1.0000
shrine,4,8,2.0000
expectant,2,2,1.0000
slighted,1,2,2.0000
curtained,3,3,1.0000
repressed,1,2,2.0000
beste,1,3,3.0000
protestations,1,1,1.0000
appeared,48,48,1.0000
grocer,1,2,2.0000
retire,1,1,1.0000
match,11,22,2.0000
parkss,1,1,1.0000
disgraced,5,10,2.0000
livelier,1,3,3.0000
weeds,1,4,4.0000
place,99,99,1.0000
unprofitable,1,2,2.0000
judge,1,3,3.0000
charmingly,2,2,1.0000
commons,1,2,2.0000
bluer,1,3,3.0000
less,19,19,1.0000
restrained,7,14,2.0000
lest,10,10,1.0000
derangement,1,2,2.0000
doubly,2,2,1.0000
garland,4,4,1.0000
sturdy,1,2,2.0000
envious,1,1,1.0000
tongues,5,5,1.0000
provoking,3,3,1.0000
assent,1,1,1.0000
commissions,2,2,1.0000
trouble,56,56,1.0000
heros,1,2,2.0000
faithful,11,11,1.0000
poles,1,2,2.0000
charitable,1,3,3.0000
hortense,3,3,1.0000
socrates,1,2,2.0000
sparkling,1,1,1.0000
farmer,1,2,2.0000
darkly,6,18,3.0000
grammatical,1,1,1.0000
ache,4,4,1.0000
double,5,10,2.0000
perform,2,6,3.0000
turnover,2,2,1.0000
crumpling,1,2,2.0000
forbear,1,1,1.0000
what,475,475,1.0000
printed,6,12,2.0000
anxiety,22,66,3.0000
packets,1,1,1.0000
lets,30,30,1.0000
faded,9,18,2.0000
shopped,2,2,1.0000
fatigue,1,2,2.0000
busily,5,5,1.0000
glasses,4,8,2.0000
josy,3,3,1.0000
heloise,1,2,2.0000
overwhelming,2,2,1.0000
brave,13,13,1.0000
system,2,2,1.0000
shrill,3,3,1.0000
portuguese,2,2,1.0000
rattling,3,6,2.0000
remonstrations,1,1,1.0000
mathematical,1,1,1.0000
newspapers,5,5,1.0000
unsuspicious,2,4,2.0000
surprising,2,6,3.0000
byelow,1,4,4.0000
pervaded,5,5,1.0000
cravats,1,1,1.0000
acid,1,1,1.0000
matronly,3,3,1.0000
mated,1,1,1.0000
daisys,3,6,2.0000
hannah,114,114,1.0000
cornices,1,2,2.0000
permission,1,1,1.0000
progress,5,5,1.0000
valleys,1,1,1.0000
enemys,1,1,1.0000
buried,6,6,1.0000
chestnuts,2,4,2.0000
customary,1,3,3.0000
splashed,2,2,1.0000
pumps,2,2,1.0000
enlightened,3,6,2.0000
toilettes,1,3,3.0000
goddesses,1,4,4.0000
mates,2,2,1.0000
afflicted,7,14,2.0000
fessor,1,3,3.0000
convulsive,1,1,1.0000
spectacles,8,8,1.0000
mortal,8,16,2.0000
spank,1,3,3.0000
amazing,2,2,1.0000
cab,1,1,1.0000
wellingtons,1,2,2.0000
exists,2,6,3.0000
banisters,3,3,1.0000
weller,4,8,2.0000
understands,1,3,3.0000
inviting,8,8,1.0000
attempts,4,8,2.0000
general,18,18,1.0000
exhausted,3,3,1.0000
mortifying,2,2,1.0000
promenaded,3,3,1.0000
disagreement,1,1,1.0000
infantile,2,4,2.0000
flocks,1,1,1.0000
parade,3,3,1.0000
can,258,258,1.0000
cap,18,18,1.0000
distributing,1,2,2.0000
jour,1,3,3.0000
wanderings,3,12,4.0000
perfect,26,26,1.0000
goal,1,2,2.0000
continuing,1,1,1.0000
grudging,1,1,1.0000
damaged,5,10,2.0000
unclasped,1,3,3.0000
cat,9,9,1.0000
earning,2,4,2.0000
advisers,1,1,1.0000
demanded,10,10,1.0000
promenades,2,4,2.0000
sniffs,1,1,1.0000
spoiled,30,30,1.0000
asters,1,2,2.0000
degrading,1,1,1.0000
thirty,15,15,1.0000
illumination,1,1,1.0000
bagged,1,1,1.0000
objectionable,2,2,1.0000
donkey,2,2,1.0000
scattering,1,2,2.0000
jove,3,9,3.0000
damages,1,4,4.0000
ancients,2,2,1.0000
gilded,2,2,1.0000
chrysanthemum,1,1,1.0000
battle,1,2,2.0000
efening,2,6,3.0000
cleaning,1,1,1.0000
sahara,1,1,1.0000
danneckers,1,2,2.0000
occupation,1,1,1.0000
quarts,4,4,1.0000
corked,1,2,2.0000
edge,1,1,1.0000
kept,71,71,1.0000
follow,4,4,1.0000
resign,1,1,1.0000
scandalizing,1,1,1.0000
slaves,1,1,1.0000
slung,1,1,1.0000
defended,3,6,2.0000
tumultuous,1,1,1.0000
dodge,1,2,2.0000
inconsistent,1,3,3.0000
fields,1,4,4.0000
lashes,1,1,1.0000
socratic,2,4,2.0000
calico,2,2,1.0000
arent,13,13,1.0000
millionaires,1,1,1.0000
mon,1,2,2.0000
mop,5,5,1.0000
treasure,7,7,1.0000
hilltops,1,1,1.0000
unlimited,1,2,2.0000
statement,1,3,3.0000
defender,1,1,1.0000
distinguishing,1,2,2.0000
kittens,7,7,1.0000
lucifer,1,2,2.0000
antoinettes,1,1,1.0000
under,91,91,1.0000
hardly,16,32,2.0000
nightcaps,2,2,1.0000
when,708,708,1.0000
desponding,2,2,1.0000
weaknesses,2,2,1.0000
assistant,1,1,1.0000
sailed,6,6,1.0000
plummy,2,4,2.0000
shrines,1,3,3.0000
wonderful,10,10,1.0000
laying,6,12,2.0000
wifes,2,6,3.0000
absorb,2,2,1.0000
rascal,1,1,1.0000
timely,1,2,2.0000
gingham,1,1,1.0000
apparent,1,2,2.0000
lamps,3,3,1.0000
independence,8,8,1.0000
lovable,2,2,1.0000
almonds,1,1,1.0000
lifeless,2,2,1.0000
amys,78,78,1.0000
inherited,2,4,2.0000
garcon,1,3,3.0000
elated,1,1,1.0000
sooner,10,10,1.0000
specimen,1,2,2.0000
allayed,1,3,3.0000
failures,7,7,1.0000
subjects,2,4,2.0000
vaguely,1,3,3.0000
plumfield,8,8,1.0000
omniboos,1,2,2.0000
burial,1,1,1.0000
cowley,1,2,2.0000
beseeching,1,1,1.0000
tireless,1,1,1.0000
plaid,1,1,1.0000
polka,3,3,1.0000
rapture,14,14,1.0000
spare,3,3,1.0000
gods,7,14,2.0000
rooms,16,16,1.0000
plain,20,20,1.0000
jell,2,2,1.0000
bereft,3,3,1.0000
laced,1,1,1.0000
spark,1,2,2.0000
deggerredation,1,1,1.0000
hurrycanes,1,2,2.0000
being,144,144,1.0000
talisman,3,6,2.0000
privilege,1,3,3.0000
spinster,3,3,1.0000
alarming,2,2,1.0000
curtis,3,3,1.0000
prejudices,2,4,2.0000
early,43,43,1.0000
nathaniel,1,1,1.0000
alpine,1,1,1.0000
bonnets,3,3,1.0000
allusion,1,1,1.0000
birthdays,1,1,1.0000
envy,9,9,1.0000
laces,2,4,2.0000
bonfires,1,3,3.0000
bargain,8,8,1.0000
hold,47,47,1.0000
joys,9,18,2.0000
weeks,16,48,3.0000
hole,6,6,1.0000
doubtful,2,2,1.0000
object,8,16,2.0000
looking,177,177,1.0000
strangest,1,2,2.0000
entrenching,1,3,3.0000
congregate,1,4,4.0000
aching,6,6,1.0000
reliving,1,2,2.0000
goes,30,30,1.0000
regrets,3,6,2.0000
thickly,1,3,3.0000
reside,1,4,4.0000
corsica,1,1,1.0000
submitted,2,2,1.0000
heights,1,1,1.0000
mrs,244,244,1.0000
spasm,1,2,2.0000
custom,2,2,1.0000
loving,41,41,1.0000
heaviest,1,2,2.0000
droll,11,33,3.0000
eyed,9,9,1.0000
river),1,2,2.0000
holy,1,1,1.0000
prosing,1,2,2.0000
humming,3,3,1.0000
apollyon,3,3,1.0000
grudge,1,2,2.0000
savings,2,2,1.0000
phlegm,1,2,2.0000
polly,14,14,1.0000
recess,6,6,1.0000
respected,6,12,2.0000
tattling,1,1,1.0000
darker,1,2,2.0000
standard,1,3,3.0000
home,273,273,1.0000
dawdling,3,3,1.0000
overlooking,1,1,1.0000
eyes,208,208,1.0000
concealed,4,8,2.0000
strangers,7,7,1.0000
shortest,1,1,1.0000
awful,11,11,1.0000
bulletin,1,1,1.0000
enthusiastically,1,1,1.0000
hummel,5,5,1.0000
slipping,2,2,1.0000
shriek,1,2,2.0000
sinking,1,1,1.0000
head,187,187,1.0000
shrieking,1,2,2.0000
stamps,2,6,3.0000
doesnt,61,61,1.0000
childish,5,5,1.0000
remember,53,53,1.0000
diminutive,1,1,1.0000
professorin,2,4,2.0000
whim,2,2,1.0000
author,3,6,2.0000
gallop,1,3,3.0000
tray,2,2,1.0000
marsch,5,10,2.0000
whip,2,2,1.0000
busied,2,4,2.0000
heal,1,3,3.0000
regularly,4,4,1.0000
dread,6,6,1.0000
heap,4,4,1.0000
whit,1,2,2.0000
hear,77,77,1.0000
effects,1,2,2.0000
anemones,1,3,3.0000
heat,1,1,1.0000
blunt,10,10,1.0000
hoisted,1,1,1.0000
dream,7,7,1.0000
utility,1,1,1.0000
sprung,1,1,1.0000
interchanged,1,1,1.0000
tucked,8,16,2.0000
revive,1,1,1.0000
frantic,1,2,2.0000
thieves,1,1,1.0000
cymbals,1,1,1.0000
oddities,2,4,2.0000
twenty,36,36,1.0000
awkward,5,10,2.0000
reinforcement,1,3,3.0000
hebe,1,1,1.0000
outskirts,1,1,1.0000
rings,6,6,1.0000
stubble,1,2,2.0000
foam,1,1,1.0000
generally,1,2,2.0000
unkindly,1,1,1.0000
grammar,3,3,1.0000
chattered,6,6,1.0000
authors,4,8,2.0000
goodies,1,1,1.0000
nicknames,1,1,1.0000
sympathizing,2,4,2.0000
hood,6,6,1.0000
mud,11,22,2.0000
mug,2,2,1.0000
thinking,35,35,1.0000
nodding,5,5,1.0000
hotels,1,2,2.0000
schuberts,1,3,3.0000
hook,1,1,1.0000
mum,5,5,1.0000
abbey,1,2,2.0000
algebra,1,1,1.0000
fatherly,6,6,1.0000
growth,1,2,2.0000
infectiously,2,2,1.0000
tummin,1,2,2.0000
mus,1,1,1.0000
suggestively,1,1,1.0000
nervous,11,11,1.0000
droop,2,4,2.0000
escort,10,10,1.0000
mending,7,14,2.0000
warerooms,1,1,1.0000
clothespins,2,2,1.0000
clapped,7,7,1.0000
scenes,7,7,1.0000
marriage,5,5,1.0000
honesty,2,4,2.0000
getting,67,67,1.0000
hope,83,166,2.0000
spectators,3,9,3.0000
humbug,1,4,4.0000
